trade_id,entry_time,exit_time,side,exit_profile,pnl_bps,guardrail_applied,range_edge_dist_atr,router_decision,exit_reason,oanda_trade_id,oanda_last_txn_id,execution_status
SIM-1765970792-000001,2025-01-02T15:20:00+00:00,2025-01-02T15:40:00+00:00,long,,9.700639034315213,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765970793-000006,2025-01-02T15:45:00+00:00,2025-01-02T16:15:00+00:00,long,,5.952179137990281,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765970794-000013,2025-01-02T16:20:00+00:00,2025-01-02T16:50:00+00:00,long,,7.788396418089055,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765970794-000020,2025-01-02T16:55:00+00:00,2025-01-07T14:30:00+00:00,long,,7.106278340516042,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765970874-000513,2025-01-07T14:35:00+00:00,2025-01-08T14:50:00+00:00,long,,7.662403515690889,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765970914-000672,2025-01-08T15:10:00+00:00,2025-01-08T15:20:00+00:00,long,,-2.0268596437229793,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765970914-000675,2025-01-08T15:25:00+00:00,2025-01-08T15:45:00+00:00,long,,4.090762383000989,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765970915-000680,2025-01-08T15:50:00+00:00,2025-01-08T16:20:00+00:00,long,,5.816418812175385,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765970917-000686,2025-01-08T16:25:00+00:00,2025-01-08T16:45:00+00:00,long,,6.487443234871763,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765970918-000691,2025-01-08T16:50:00+00:00,2025-01-09T12:00:00+00:00,long,,7.155165954895686,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765970956-000783,2025-01-09T15:00:00+00:00,2025-01-10T07:05:00+00:00,long,,7.88690698682652,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765970978-000841,2025-01-10T07:10:00+00:00,2025-01-10T07:25:00+00:00,long,,7.435305370606189,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765970980-000843,2025-01-10T07:35:00+00:00,2025-01-10T08:45:00+00:00,long,,6.5027038541609326,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765970984-000858,2025-01-10T08:50:00+00:00,2025-01-10T09:00:00+00:00,long,,2.9129476789789748,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765970985-000860,2025-01-10T09:05:00+00:00,2025-01-10T10:15:00+00:00,long,,8.43315049068907,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765970994-000865,2025-01-10T11:55:00+00:00,2025-01-10T14:10:00+00:00,long,,5.369968451435551,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765971002-000893,2025-01-10T14:15:00+00:00,2025-01-10T14:35:00+00:00,long,,-2.084954447468253,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765971004-000898,2025-01-10T14:40:00+00:00,2025-01-10T14:50:00+00:00,long,,0.4094973606038498,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765971004-000901,2025-01-10T14:55:00+00:00,2025-01-10T15:10:00+00:00,long,,6.322029297026854,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765971006-000905,2025-01-10T15:15:00+00:00,2025-01-10T15:35:00+00:00,long,,11.07049453162156,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765971007-000910,2025-01-10T15:40:00+00:00,2025-01-10T15:55:00+00:00,long,,1.560126147343041,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765971008-000914,2025-01-10T16:00:00+00:00,2025-01-10T16:15:00+00:00,long,,2.1194318435327912,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765971009-000918,2025-01-10T16:20:00+00:00,2025-01-10T17:00:00+00:00,long,,8.43772070029358,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765971012-000927,2025-01-10T17:05:00+00:00,2025-01-10T17:30:00+00:00,long,,5.380793166020914,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765971014-000933,2025-01-10T17:35:00+00:00,2025-01-16T07:45:00+00:00,long,,5.561549670200104,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765971216-001454,2025-01-16T08:25:00+00:00,2025-01-16T09:30:00+00:00,long,,8.439099681312003,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765971221-001465,2025-01-16T09:35:00+00:00,2025-01-16T10:15:00+00:00,long,,8.392518457994823,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765971249-001466,2025-01-16T15:40:00+00:00,2025-01-16T16:00:00+00:00,long,,7.5107967703572545,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765971252-001470,2025-01-16T16:25:00+00:00,2025-01-16T16:35:00+00:00,long,,-1.6551541500241755,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765971253-001473,2025-01-16T16:40:00+00:00,2025-01-16T16:55:00+00:00,long,,-0.4778884681840574,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765971255-001477,2025-01-16T17:00:00+00:00,2025-01-16T17:35:00+00:00,long,,6.6859899122361295,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765971259-001485,2025-01-16T17:40:00+00:00,2025-01-21T07:10:00+00:00,long,,6.388134224244737,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765971420-001740,2025-01-21T07:15:00+00:00,2025-01-21T07:45:00+00:00,long,,16.951391334976705,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765971424-001747,2025-01-21T07:50:00+00:00,2025-01-21T14:35:00+00:00,long,,6.408519302460139,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765971464-001794,2025-01-21T15:10:00+00:00,2025-01-21T15:45:00+00:00,long,,5.297713214688249,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765971485-001795,2025-01-21T19:15:00+00:00,2025-01-21T21:45:00+00:00,long,,5.6140248548189975,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765971562-001796,2025-01-22T18:05:00+00:00,2025-01-22T18:45:00+00:00,long,,9.435605620717357,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765971617-001798,2025-01-23T12:35:00+00:00,2025-01-23T14:20:00+00:00,long,,7.653005444566399,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765971627-001820,2025-01-23T14:25:00+00:00,2025-01-23T15:35:00+00:00,long,,5.792328625395501,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765971635-001835,2025-01-23T15:40:00+00:00,2025-01-23T20:00:00+00:00,long,,7.456172255763901,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765971662-001888,2025-01-23T20:05:00+00:00,2025-01-27T08:20:00+00:00,long,,6.4630679239382065,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765971776-002022,2025-01-27T08:25:00+00:00,2025-01-27T08:45:00+00:00,long,,2.212959234389123,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765971779-002026,2025-01-27T08:50:00+00:00,2025-01-27T09:15:00+00:00,long,,12.333318823545161,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765971782-002032,2025-01-27T09:20:00+00:00,2025-01-27T09:30:00+00:00,long,,-0.14489551222361588,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765971784-002034,2025-01-27T09:35:00+00:00,2025-01-27T10:00:00+00:00,long,,5.139787748482018,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765971787-002035,2025-01-27T10:05:00+00:00,2025-01-27T10:25:00+00:00,long,,6.219220283337027,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765971790-002038,2025-01-27T10:35:00+00:00,2025-01-27T10:50:00+00:00,long,,6.718900701150259,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765971792-002041,2025-01-27T10:55:00+00:00,2025-01-27T11:35:00+00:00,long,,5.707473900949778,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765971797-002050,2025-01-27T11:40:00+00:00,2025-01-30T08:20:00+00:00,long,,8.338988924667326,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765972087-002540,2025-01-30T08:25:00+00:00,2025-01-30T08:50:00+00:00,long,,5.661697355230628,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765972091-002546,2025-01-30T08:55:00+00:00,2025-01-30T10:20:00+00:00,long,,6.050717982517157,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765972153-002560,2025-01-30T17:15:00+00:00,2025-01-30T19:15:00+00:00,long,,8.708834628906294,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765972170-002575,2025-01-30T19:25:00+00:00,2025-01-30T19:55:00+00:00,long,,5.265514462254141,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765972174-002580,2025-01-30T20:00:00+00:00,2025-01-30T20:30:00+00:00,long,,7.231563986811281,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765972179-002587,2025-01-30T20:40:00+00:00,2025-01-30T21:00:00+00:00,long,,7.297807795775727,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765972183-002589,2025-01-30T21:10:00+00:00,2025-01-31T07:40:00+00:00,long,,5.114211427937314,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765972198-002595,2025-01-31T08:05:00+00:00,2025-01-31T11:50:00+00:00,long,,6.254266303085318,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765972279-002616,2025-01-31T18:30:00+00:00,2025-01-31T18:45:00+00:00,long,,11.22623363436755,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765972282-002619,2025-01-31T18:50:00+00:00,2025-01-31T19:10:00+00:00,long,,5.501729114864542,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765972285-002624,2025-01-31T19:15:00+00:00,2025-01-31T19:30:00+00:00,long,,1.2856775520703956,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765972288-002628,2025-01-31T19:35:00+00:00,2025-02-03T11:05:00+00:00,long,,5.284563005916633,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765972641-002858,2025-02-05T16:40:00+00:00,2025-02-05T17:15:00+00:00,long,,8.14978894136382,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765972647-002866,2025-02-05T17:20:00+00:00,2025-02-07T14:50:00+00:00,long,,8.4944316215663,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765972902-003090,2025-02-07T14:55:00+00:00,2025-02-07T15:10:00+00:00,long,,6.255321367134288,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765972905-003094,2025-02-07T15:15:00+00:00,2025-02-07T15:40:00+00:00,long,,8.813232339704872,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765972910-003100,2025-02-07T15:45:00+00:00,2025-02-12T12:50:00+00:00,long,,5.340139121026844,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765973331-003374,2025-02-12T12:55:00+00:00,2025-02-12T15:00:00+00:00,long,,8.906478510088801,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765973353-003400,2025-02-12T15:05:00+00:00,2025-02-14T17:35:00+00:00,long,,6.333626364498215,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765974155-004013,2025-02-19T14:05:00+00:00,2025-02-20T12:25:00+00:00,long,,7.519027221600486,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765974345-004122,2025-02-20T14:40:00+00:00,2025-02-20T17:00:00+00:00,long,,7.007660802002781,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765974375-004151,2025-02-20T17:05:00+00:00,2025-02-20T17:45:00+00:00,long,,6.966154682614269,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765974384-004160,2025-02-20T17:50:00+00:00,2025-02-24T08:50:00+00:00,long,,8.423598303052596,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765974650-004403,2025-02-24T08:55:00+00:00,2025-02-24T13:05:00+00:00,long,,7.228277837352395,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765974705-004454,2025-02-24T13:10:00+00:00,2025-02-24T21:30:00+00:00,long,,5.693236232027473,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765974821-004545,2025-02-25T07:05:00+00:00,2025-02-25T08:40:00+00:00,long,,8.066135504269235,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765974843-004565,2025-02-25T08:45:00+00:00,2025-02-25T09:00:00+00:00,long,,-1.2244439833888097,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765974848-004569,2025-02-25T09:05:00+00:00,2025-02-25T09:40:00+00:00,long,,5.917984892132078,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765974856-004577,2025-02-25T09:45:00+00:00,2025-02-25T14:25:00+00:00,long,,5.610622779128793,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765974919-004607,2025-02-25T14:30:00+00:00,2025-03-13T09:15:00+00:00,long,,6.217806711153751,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765977625-006342,2025-03-13T14:30:00+00:00,2025-03-13T14:50:00+00:00,long,,40.98221960513624,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765977633-006346,2025-03-13T14:55:00+00:00,2025-03-13T15:10:00+00:00,long,,7.608889607131359,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765977639-006350,2025-03-13T15:15:00+00:00,2025-03-13T15:25:00+00:00,long,,-3.229582980097817,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765977643-006353,2025-03-13T15:30:00+00:00,2025-03-13T15:40:00+00:00,long,,-1.4119545485109688,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765977647-006356,2025-03-13T15:45:00+00:00,2025-03-13T16:10:00+00:00,long,,17.99420149469714,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765977656-006362,2025-03-13T16:15:00+00:00,2025-03-13T16:30:00+00:00,long,,8.895602551191981,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978039-000001,2025-02-21T08:20:00+00:00,2025-02-21T08:35:00+00:00,long,,6.780287854038956,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978039-000001,2025-01-02T15:20:00+00:00,2025-01-02T15:40:00+00:00,long,,9.700639034315213,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978039-000001,2025-03-19T09:20:00+00:00,2025-03-19T09:40:00+00:00,long,,5.0853614239010785,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978039-000002,2025-01-02T15:25:00+00:00,2025-01-02T15:40:00+00:00,long,,10.380766515799527,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978039-000002,2025-02-10T08:55:00+00:00,2025-02-10T09:15:00+00:00,long,,9.285756202298499,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978039-000003,2025-02-10T09:00:00+00:00,2025-02-10T09:15:00+00:00,long,,4.174731488861183,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978039-000003,2025-01-02T15:30:00+00:00,2025-01-02T15:45:00+00:00,long,,6.069676874529874,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978039-000002,2025-03-19T09:25:00+00:00,2025-03-19T09:50:00+00:00,long,,7.330579412960117,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978039-000004,2025-01-02T15:35:00+00:00,2025-01-02T15:55:00+00:00,long,,3.9956123652892312,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978039-000003,2025-03-19T09:30:00+00:00,2025-03-19T09:50:00+00:00,long,,6.603645872886421,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978040-000005,2025-01-02T15:40:00+00:00,2025-01-02T15:55:00+00:00,long,,6.485059854839475,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978040-000006,2025-02-10T09:15:00+00:00,2025-02-10T09:30:00+00:00,long,,5.240963647710635,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978040-000006,2025-02-21T08:45:00+00:00,2025-02-21T09:00:00+00:00,long,,8.209618936854659,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978041-000008,2025-02-10T09:25:00+00:00,2025-02-10T09:35:00+00:00,long,,3.206642231822429,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978039-000002,2025-02-21T08:25:00+00:00,2025-02-21T09:10:00+00:00,long,,16.43993259627698,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978039-000004,2025-02-21T08:35:00+00:00,2025-02-21T09:10:00+00:00,long,,6.535254447223045,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978040-000006,2025-01-02T15:45:00+00:00,2025-01-02T16:15:00+00:00,long,,5.952179137990281,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978040-000001,2025-01-28T12:25:00+00:00,2025-01-28T12:55:00+00:00,long,,8.092708906718041,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978040-000005,2025-02-21T08:40:00+00:00,2025-02-21T09:10:00+00:00,long,,7.494020182525774,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978041-000008,2025-01-02T15:55:00+00:00,2025-01-02T16:15:00+00:00,long,,6.404532902346971,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978041-000007,2025-02-21T08:50:00+00:00,2025-02-21T09:10:00+00:00,long,,3.42053415061296,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978041-000002,2025-01-28T12:30:00+00:00,2025-01-28T12:55:00+00:00,long,,5.357220950741993,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978041-000008,2025-02-21T08:55:00+00:00,2025-02-21T09:10:00+00:00,long,,2.7020278890320366,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978041-000003,2025-01-28T12:40:00+00:00,2025-01-28T12:55:00+00:00,long,,5.284295075036328,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978039-000004,2025-02-10T09:05:00+00:00,2025-02-10T09:50:00+00:00,long,,5.204922270863529,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978041-000007,2025-03-19T09:50:00+00:00,2025-03-19T10:15:00+00:00,long,,7.521699112242225,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978041-000007,2025-01-02T15:50:00+00:00,2025-01-02T16:20:00+00:00,long,,8.549004248139488,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978042-000008,2025-03-19T09:55:00+00:00,2025-03-19T10:15:00+00:00,long,,8.41317602343872,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978039-000003,2025-02-21T08:30:00+00:00,2025-02-21T09:15:00+00:00,long,,7.769396109141129,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978042-000004,2025-01-28T12:45:00+00:00,2025-01-28T13:00:00+00:00,long,,6.959677595667708,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978040-000005,2025-02-10T09:10:00+00:00,2025-02-10T09:55:00+00:00,long,,5.273607147289436,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978042-000009,2025-01-02T16:00:00+00:00,2025-01-02T16:25:00+00:00,long,,19.537143201978743,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978041-000007,2025-02-10T09:20:00+00:00,2025-02-10T09:55:00+00:00,long,,5.273607147289436,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978042-000010,2025-01-02T16:05:00+00:00,2025-01-02T16:25:00+00:00,long,,13.418872362399814,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978042-000011,2025-01-02T16:10:00+00:00,2025-01-02T16:25:00+00:00,long,,9.759038414439404,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978042-000012,2025-01-02T16:15:00+00:00,2025-01-02T16:25:00+00:00,long,,0.6776189974244315,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978041-000009,2025-02-10T09:30:00+00:00,2025-02-10T10:00:00+00:00,long,,6.581236927974579,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978042-000010,2025-02-10T09:35:00+00:00,2025-02-10T10:00:00+00:00,long,,8.85739592559687,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978042-000011,2025-02-10T09:40:00+00:00,2025-02-10T10:00:00+00:00,long,,7.92611482527992,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978042-000011,2025-02-21T09:10:00+00:00,2025-02-21T09:30:00+00:00,long,,6.427284506482512,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978042-000012,2025-02-21T09:15:00+00:00,2025-02-21T09:30:00+00:00,long,,8.446061468177838,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978042-000005,2025-01-28T12:50:00+00:00,2025-01-28T13:20:00+00:00,long,,4.590548570554977,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978042-000012,2025-02-10T09:45:00+00:00,2025-02-10T10:10:00+00:00,long,,8.094962522045543,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978042-000013,2025-02-10T09:50:00+00:00,2025-02-10T10:10:00+00:00,long,,7.543400385781395,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978042-000014,2025-02-10T09:55:00+00:00,2025-02-10T10:10:00+00:00,long,,7.129768678615202,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978042-000001,2025-01-15T13:35:00+00:00,2025-01-15T14:05:00+00:00,long,,6.064168576446133,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978043-000014,2025-01-02T16:25:00+00:00,2025-01-02T16:45:00+00:00,long,,6.661422834755246,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978043-000002,2025-01-15T13:40:00+00:00,2025-01-15T14:05:00+00:00,long,,8.18650343275075,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978042-000010,2025-03-19T10:05:00+00:00,2025-03-19T10:45:00+00:00,long,,21.190776401001028,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978043-000003,2025-01-15T13:45:00+00:00,2025-01-15T14:05:00+00:00,long,,1.0039861970489565,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978043-000016,2025-02-10T10:05:00+00:00,2025-02-10T10:15:00+00:00,long,,0.9641275678511667,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978042-000011,2025-03-19T10:10:00+00:00,2025-03-19T10:45:00+00:00,long,,20.39698203877353,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978043-000004,2025-01-15T13:50:00+00:00,2025-01-15T14:05:00+00:00,long,,0.706487788916525,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978041-000010,2025-03-05T21:05:00+00:00,2025-03-06T07:10:00+00:00,long,,5.411144217267465,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978042-000007,2025-01-28T13:00:00+00:00,2025-01-28T13:30:00+00:00,long,,6.917265859652647,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978042-000013,2025-01-02T16:20:00+00:00,2025-01-02T16:50:00+00:00,long,,7.788396418089055,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978041-000009,2025-02-21T09:00:00+00:00,2025-02-21T09:45:00+00:00,long,,6.18536972107723,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978043-000008,2025-01-28T13:05:00+00:00,2025-01-28T13:30:00+00:00,long,,6.844402698442567,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978043-000009,2025-01-28T13:10:00+00:00,2025-01-28T13:30:00+00:00,long,,5.423783106918551,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978043-000016,2025-01-02T16:35:00+00:00,2025-01-02T16:50:00+00:00,long,,6.6212459228540705,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978043-000010,2025-01-28T13:15:00+00:00,2025-01-28T13:30:00+00:00,long,,6.40724601276432,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978042-000010,2025-02-21T09:05:00+00:00,2025-02-21T09:45:00+00:00,long,,6.048593787376488,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978043-000015,2025-01-02T16:30:00+00:00,2025-01-02T16:55:00+00:00,long,,10.314905791782847,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978043-000017,2025-01-02T16:40:00+00:00,2025-01-02T16:55:00+00:00,long,,5.1171488450675096,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978042-000006,2025-01-28T12:55:00+00:00,2025-01-28T13:40:00+00:00,long,,5.353806483568184,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978039-000001,2025-02-10T08:50:00+00:00,2025-02-10T10:30:00+00:00,long,,6.938451448098876,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978043-000015,2025-02-21T09:30:00+00:00,2025-02-21T09:55:00+00:00,long,,5.6704253160589495,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978043-000011,2025-01-28T13:20:00+00:00,2025-01-28T13:40:00+00:00,long,,2.6579766607803466,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978043-000016,2025-02-21T09:35:00+00:00,2025-02-21T09:55:00+00:00,long,,5.602068666333028,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978044-000012,2025-01-28T13:25:00+00:00,2025-01-28T13:40:00+00:00,long,,0.6916661509508756,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978044-000009,2025-01-15T14:15:00+00:00,2025-01-15T14:30:00+00:00,long,,-20.538006473936758,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978044-000021,2025-02-10T10:30:00+00:00,2025-02-10T10:45:00+00:00,long,,4.000744966303569,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978044-000018,2025-02-21T09:45:00+00:00,2025-02-21T10:10:00+00:00,long,,6.043864112081178,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978043-000012,2025-03-19T10:25:00+00:00,2025-03-19T11:20:00+00:00,long,,5.9946509268657975,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978043-000013,2025-03-19T10:30:00+00:00,2025-03-19T11:20:00+00:00,long,,5.599177908938505,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978044-000013,2025-01-28T13:30:00+00:00,2025-01-28T14:00:00+00:00,long,,6.038471611907628,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978044-000015,2025-01-28T13:40:00+00:00,2025-01-28T14:05:00+00:00,long,,5.495665339458216,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978045-000017,2025-01-28T13:50:00+00:00,2025-01-28T14:05:00+00:00,long,,6.151180735521265,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978045-000018,2025-01-28T13:55:00+00:00,2025-01-28T14:05:00+00:00,long,,-0.43648267709335586,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978044-000022,2025-02-10T10:35:00+00:00,2025-02-10T11:00:00+00:00,long,,5.306813052003197,False,,,RULE_A_PROFIT,,,UNKNOWN
SIM-1765978043-000013,2025-02-21T09:20:00+00:00,2025-02-21T10:25:00+00:00,long,,14.289279280202635,False,,,RULE_A_TRAILING,,,UNKNOWN
SIM-1765978045-000023,2025-02-10T10:40:00+00:00,2025-02-10T11:00:00+00:00,long,,5.582645553698127,False,,,RULE_A_PROFIT,,,UNKNOWN
