trade_id,entry_time,exit_time,pnl_bps,regime_class,trend_regime,vol_regime,session,atr_bps,spread_bps,exit_reason,overlay_triggers,overlays
SIM-1766325091-000103,2025-10-02T10:00:00+00:00,2025-10-10T08:00:00+00:00,253.29865630823713,C_CHOP,TREND_NEUTRAL,MEDIUM,EU,7.501372673865789,921568.6274509804,REPLAY_EOF,"{'Q4_B_MIXED_SIZE': False, 'Q4_C_CHOP_SESSION_SIZE': False, 'Q4_A_TREND_SIZE': False}","[{'overlay_applied': False, 'overlay_name': 'Q4_B_MIXED_SIZE', 'size_before_units': 1, 'size_after_units': 1, 'multiplier': 1.0, 'quarter': None, 'regime_class': None, 'regime_reason': None, 'session': 'EU', 'reason': 'disabled'}, {'overlay_name': 'Q4_C_CHOP_SESSION_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='medium', atr_bps=7.501372673865789, spread_bps=921568.6274509804"", 'session': 'EU', 'multiplier': 1.0, 'size_before_units': 1, 'size_after_units': 1, 'reason': 'multiplier_1.0', 'impl_id': 'q4_cchop_overlay_v2_20251218_1930', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_cchop_size_overlay.py'}, {'overlay_name': 'Q4_A_TREND_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='medium', atr_bps=7.501372673865789, spread_bps=921568.6274509804"", 'session': 'EU', 'multiplier': 0.3, 'action': 'disable', 'size_before_units': 1, 'size_after_units': 1, 'effective_scale': True, 'reason': 'disabled', 'trend_regime': 'TREND_NEUTRAL', 'vol_regime': 'MEDIUM', 'atr_bps': 7.501372673865789, 'spread_bps': 921568.6274509804, 'impl_id': 'q4_atrend_overlay_v1_20251220_1640', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_atrend_size_overlay.py'}]"
SIM-1766325091-000104,2025-10-02T10:05:00+00:00,2025-10-10T08:00:00+00:00,252.74368398533937,C_CHOP,TREND_NEUTRAL,LOW,EU,6.9017426416856855,980582.5242718447,REPLAY_EOF,"{'Q4_B_MIXED_SIZE': False, 'Q4_C_CHOP_SESSION_SIZE': False, 'Q4_A_TREND_SIZE': False}","[{'overlay_applied': False, 'overlay_name': 'Q4_B_MIXED_SIZE', 'size_before_units': 1, 'size_after_units': 1, 'multiplier': 1.0, 'quarter': None, 'regime_class': None, 'regime_reason': None, 'session': 'EU', 'reason': 'disabled'}, {'overlay_name': 'Q4_C_CHOP_SESSION_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='low', atr_bps=6.9017426416856855, spread_bps=980582.5242718447"", 'session': 'EU', 'multiplier': 1.0, 'size_before_units': 1, 'size_after_units': 1, 'reason': 'multiplier_1.0', 'impl_id': 'q4_cchop_overlay_v2_20251218_1930', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_cchop_size_overlay.py'}, {'overlay_name': 'Q4_A_TREND_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='low', atr_bps=6.9017426416856855, spread_bps=980582.5242718447"", 'session': 'EU', 'multiplier': 0.3, 'action': 'disable', 'size_before_units': 1, 'size_after_units': 1, 'effective_scale': True, 'reason': 'disabled', 'trend_regime': 'TREND_NEUTRAL', 'vol_regime': 'LOW', 'atr_bps': 6.9017426416856855, 'spread_bps': 980582.5242718447, 'impl_id': 'q4_atrend_overlay_v1_20251220_1640', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_atrend_size_overlay.py'}]"
SIM-1766325092-000105,2025-10-02T10:10:00+00:00,2025-10-10T08:00:00+00:00,261.6304566537513,C_CHOP,TREND_NEUTRAL,LOW,EU,6.634052925368815,961538.4615384616,REPLAY_EOF,"{'Q4_B_MIXED_SIZE': False, 'Q4_C_CHOP_SESSION_SIZE': False, 'Q4_A_TREND_SIZE': False}","[{'overlay_applied': False, 'overlay_name': 'Q4_B_MIXED_SIZE', 'size_before_units': 1, 'size_after_units': 1, 'multiplier': 1.0, 'quarter': None, 'regime_class': None, 'regime_reason': None, 'session': 'EU', 'reason': 'disabled'}, {'overlay_name': 'Q4_C_CHOP_SESSION_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='low', atr_bps=6.634052925368815, spread_bps=961538.4615384616"", 'session': 'EU', 'multiplier': 1.0, 'size_before_units': 1, 'size_after_units': 1, 'reason': 'multiplier_1.0', 'impl_id': 'q4_cchop_overlay_v2_20251218_1930', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_cchop_size_overlay.py'}, {'overlay_name': 'Q4_A_TREND_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='low', atr_bps=6.634052925368815, spread_bps=961538.4615384616"", 'session': 'EU', 'multiplier': 0.3, 'action': 'disable', 'size_before_units': 1, 'size_after_units': 1, 'effective_scale': True, 'reason': 'disabled', 'trend_regime': 'TREND_NEUTRAL', 'vol_regime': 'LOW', 'atr_bps': 6.634052925368815, 'spread_bps': 961538.4615384616, 'impl_id': 'q4_atrend_overlay_v1_20251220_1640', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_atrend_size_overlay.py'}]"
SIM-1766325092-000106,2025-10-02T10:15:00+00:00,2025-10-10T08:00:00+00:00,252.32088825200154,C_CHOP,TREND_NEUTRAL,LOW,EU,6.772465770373039,771428.5714285715,REPLAY_EOF,"{'Q4_B_MIXED_SIZE': False, 'Q4_C_CHOP_SESSION_SIZE': False, 'Q4_A_TREND_SIZE': False}","[{'overlay_applied': False, 'overlay_name': 'Q4_B_MIXED_SIZE', 'size_before_units': 1, 'size_after_units': 1, 'multiplier': 1.0, 'quarter': None, 'regime_class': None, 'regime_reason': None, 'session': 'EU', 'reason': 'disabled'}, {'overlay_name': 'Q4_C_CHOP_SESSION_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='low', atr_bps=6.772465770373039, spread_bps=771428.5714285715"", 'session': 'EU', 'multiplier': 1.0, 'size_before_units': 1, 'size_after_units': 1, 'reason': 'multiplier_1.0', 'impl_id': 'q4_cchop_overlay_v2_20251218_1930', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_cchop_size_overlay.py'}, {'overlay_name': 'Q4_A_TREND_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='low', atr_bps=6.772465770373039, spread_bps=771428.5714285715"", 'session': 'EU', 'multiplier': 0.3, 'action': 'disable', 'size_before_units': 1, 'size_after_units': 1, 'effective_scale': True, 'reason': 'disabled', 'trend_regime': 'TREND_NEUTRAL', 'vol_regime': 'LOW', 'atr_bps': 6.772465770373039, 'spread_bps': 771428.5714285715, 'impl_id': 'q4_atrend_overlay_v1_20251220_1640', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_atrend_size_overlay.py'}]"
SIM-1766325092-000107,2025-10-02T10:20:00+00:00,2025-10-10T08:00:00+00:00,245.03314669537576,C_CHOP,TREND_NEUTRAL,MEDIUM,EU,7.202649250299144,75471.69811320755,REPLAY_EOF,"{'Q4_B_MIXED_SIZE': False, 'Q4_C_CHOP_SESSION_SIZE': False, 'Q4_A_TREND_SIZE': False}","[{'overlay_applied': False, 'overlay_name': 'Q4_B_MIXED_SIZE', 'size_before_units': 1, 'size_after_units': 1, 'multiplier': 1.0, 'quarter': None, 'regime_class': None, 'regime_reason': None, 'session': 'EU', 'reason': 'disabled'}, {'overlay_name': 'Q4_C_CHOP_SESSION_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='medium', atr_bps=7.202649250299144, spread_bps=75471.69811320755"", 'session': 'EU', 'multiplier': 1.0, 'size_before_units': 1, 'size_after_units': 1, 'reason': 'multiplier_1.0', 'impl_id': 'q4_cchop_overlay_v2_20251218_1930', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_cchop_size_overlay.py'}, {'overlay_name': 'Q4_A_TREND_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='medium', atr_bps=7.202649250299144, spread_bps=75471.69811320755"", 'session': 'EU', 'multiplier': 0.3, 'action': 'disable', 'size_before_units': 1, 'size_after_units': 1, 'effective_scale': True, 'reason': 'disabled', 'trend_regime': 'TREND_NEUTRAL', 'vol_regime': 'MEDIUM', 'atr_bps': 7.202649250299144, 'spread_bps': 75471.69811320755, 'impl_id': 'q4_atrend_overlay_v1_20251220_1640', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_atrend_size_overlay.py'}]"
SIM-1766325092-000108,2025-10-02T10:25:00+00:00,2025-10-02T11:15:00+00:00,5.254211095657456,C_CHOP,TREND_NEUTRAL,MEDIUM,EU,6.8956673388777965,93457.94392523365,RULE_A_PROFIT,"{'Q4_B_MIXED_SIZE': False, 'Q4_C_CHOP_SESSION_SIZE': False, 'Q4_A_TREND_SIZE': False}","[{'overlay_applied': False, 'overlay_name': 'Q4_B_MIXED_SIZE', 'size_before_units': 1, 'size_after_units': 1, 'multiplier': 1.0, 'quarter': None, 'regime_class': None, 'regime_reason': None, 'session': 'EU', 'reason': 'disabled'}, {'overlay_name': 'Q4_C_CHOP_SESSION_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='medium', atr_bps=6.8956673388777965, spread_bps=93457.94392523365"", 'session': 'EU', 'multiplier': 1.0, 'size_before_units': 1, 'size_after_units': 1, 'reason': 'multiplier_1.0', 'impl_id': 'q4_cchop_overlay_v2_20251218_1930', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_cchop_size_overlay.py'}, {'overlay_name': 'Q4_A_TREND_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='medium', atr_bps=6.8956673388777965, spread_bps=93457.94392523365"", 'session': 'EU', 'multiplier': 0.3, 'action': 'disable', 'size_before_units': 1, 'size_after_units': 1, 'effective_scale': True, 'reason': 'disabled', 'trend_regime': 'TREND_NEUTRAL', 'vol_regime': 'MEDIUM', 'atr_bps': 6.8956673388777965, 'spread_bps': 93457.94392523365, 'impl_id': 'q4_atrend_overlay_v1_20251220_1640', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_atrend_size_overlay.py'}]"
SIM-1766325093-000109,2025-10-02T10:30:00+00:00,2025-10-10T08:00:00+00:00,246.69574020313692,C_CHOP,TREND_NEUTRAL,LOW,EU,6.616090818658274,953703.7037037037,REPLAY_EOF,"{'Q4_B_MIXED_SIZE': False, 'Q4_C_CHOP_SESSION_SIZE': False, 'Q4_A_TREND_SIZE': False}","[{'overlay_applied': False, 'overlay_name': 'Q4_B_MIXED_SIZE', 'size_before_units': 1, 'size_after_units': 1, 'multiplier': 1.0, 'quarter': None, 'regime_class': None, 'regime_reason': None, 'session': 'EU', 'reason': 'disabled'}, {'overlay_name': 'Q4_C_CHOP_SESSION_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='low', atr_bps=6.616090818658274, spread_bps=953703.7037037037"", 'session': 'EU', 'multiplier': 1.0, 'size_before_units': 1, 'size_after_units': 1, 'reason': 'multiplier_1.0', 'impl_id': 'q4_cchop_overlay_v2_20251218_1930', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_cchop_size_overlay.py'}, {'overlay_name': 'Q4_A_TREND_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='low', atr_bps=6.616090818658274, spread_bps=953703.7037037037"", 'session': 'EU', 'multiplier': 0.3, 'action': 'disable', 'size_before_units': 1, 'size_after_units': 1, 'effective_scale': True, 'reason': 'disabled', 'trend_regime': 'TREND_NEUTRAL', 'vol_regime': 'LOW', 'atr_bps': 6.616090818658274, 'spread_bps': 953703.7037037037, 'impl_id': 'q4_atrend_overlay_v1_20251220_1640', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_atrend_size_overlay.py'}]"
SIM-1766325093-000110,2025-10-02T10:35:00+00:00,2025-10-10T08:00:00+00:00,251.13196217944989,C_CHOP,TREND_NEUTRAL,LOW,EU,6.6713523221424165,770642.2018348625,REPLAY_EOF,"{'Q4_B_MIXED_SIZE': False, 'Q4_C_CHOP_SESSION_SIZE': False, 'Q4_A_TREND_SIZE': False}","[{'overlay_applied': False, 'overlay_name': 'Q4_B_MIXED_SIZE', 'size_before_units': 1, 'size_after_units': 1, 'multiplier': 1.0, 'quarter': None, 'regime_class': None, 'regime_reason': None, 'session': 'EU', 'reason': 'disabled'}, {'overlay_name': 'Q4_C_CHOP_SESSION_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='low', atr_bps=6.6713523221424165, spread_bps=770642.2018348625"", 'session': 'EU', 'multiplier': 1.0, 'size_before_units': 1, 'size_after_units': 1, 'reason': 'multiplier_1.0', 'impl_id': 'q4_cchop_overlay_v2_20251218_1930', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_cchop_size_overlay.py'}, {'overlay_name': 'Q4_A_TREND_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='low', atr_bps=6.6713523221424165, spread_bps=770642.2018348625"", 'session': 'EU', 'multiplier': 0.3, 'action': 'disable', 'size_before_units': 1, 'size_after_units': 1, 'effective_scale': True, 'reason': 'disabled', 'trend_regime': 'TREND_NEUTRAL', 'vol_regime': 'LOW', 'atr_bps': 6.6713523221424165, 'spread_bps': 770642.2018348625, 'impl_id': 'q4_atrend_overlay_v1_20251220_1640', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_atrend_size_overlay.py'}]"
SIM-1766325093-000111,2025-10-02T10:40:00+00:00,2025-10-10T08:00:00+00:00,248.88696512490702,C_CHOP,TREND_NEUTRAL,MEDIUM,EU,7.079415713082066,845454.5454545454,REPLAY_EOF,"{'Q4_B_MIXED_SIZE': False, 'Q4_C_CHOP_SESSION_SIZE': False, 'Q4_A_TREND_SIZE': False}","[{'overlay_applied': False, 'overlay_name': 'Q4_B_MIXED_SIZE', 'size_before_units': 1, 'size_after_units': 1, 'multiplier': 1.0, 'quarter': None, 'regime_class': None, 'regime_reason': None, 'session': 'EU', 'reason': 'disabled'}, {'overlay_name': 'Q4_C_CHOP_SESSION_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='medium', atr_bps=7.079415713082066, spread_bps=845454.5454545454"", 'session': 'EU', 'multiplier': 1.0, 'size_before_units': 1, 'size_after_units': 1, 'reason': 'multiplier_1.0', 'impl_id': 'q4_cchop_overlay_v2_20251218_1930', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_cchop_size_overlay.py'}, {'overlay_name': 'Q4_A_TREND_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='medium', atr_bps=7.079415713082066, spread_bps=845454.5454545454"", 'session': 'EU', 'multiplier': 0.3, 'action': 'disable', 'size_before_units': 1, 'size_after_units': 1, 'effective_scale': True, 'reason': 'disabled', 'trend_regime': 'TREND_NEUTRAL', 'vol_regime': 'MEDIUM', 'atr_bps': 7.079415713082066, 'spread_bps': 845454.5454545454, 'impl_id': 'q4_atrend_overlay_v1_20251220_1640', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_atrend_size_overlay.py'}]"
SIM-1766325093-000112,2025-10-02T10:45:00+00:00,2025-10-10T08:00:00+00:00,250.97345953732733,C_CHOP,TREND_NEUTRAL,MEDIUM,EU,7.123040749610099,36036.036036036036,REPLAY_EOF,"{'Q4_B_MIXED_SIZE': False, 'Q4_C_CHOP_SESSION_SIZE': False, 'Q4_A_TREND_SIZE': False}","[{'overlay_applied': False, 'overlay_name': 'Q4_B_MIXED_SIZE', 'size_before_units': 1, 'size_after_units': 1, 'multiplier': 1.0, 'quarter': None, 'regime_class': None, 'regime_reason': None, 'session': 'EU', 'reason': 'disabled'}, {'overlay_name': 'Q4_C_CHOP_SESSION_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='medium', atr_bps=7.123040749610099, spread_bps=36036.036036036036"", 'session': 'EU', 'multiplier': 1.0, 'size_before_units': 1, 'size_after_units': 1, 'reason': 'multiplier_1.0', 'impl_id': 'q4_cchop_overlay_v2_20251218_1930', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_cchop_size_overlay.py'}, {'overlay_name': 'Q4_A_TREND_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='medium', atr_bps=7.123040749610099, spread_bps=36036.036036036036"", 'session': 'EU', 'multiplier': 0.3, 'action': 'disable', 'size_before_units': 1, 'size_after_units': 1, 'effective_scale': True, 'reason': 'disabled', 'trend_regime': 'TREND_NEUTRAL', 'vol_regime': 'MEDIUM', 'atr_bps': 7.123040749610099, 'spread_bps': 36036.036036036036, 'impl_id': 'q4_atrend_overlay_v1_20251220_1640', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_atrend_size_overlay.py'}]"
SIM-1766325094-000113,2025-10-02T10:50:00+00:00,2025-10-10T08:00:00+00:00,246.16787428103416,C_CHOP,TREND_NEUTRAL,MEDIUM,EU,6.956981895287284,571428.5714285714,REPLAY_EOF,"{'Q4_B_MIXED_SIZE': False, 'Q4_C_CHOP_SESSION_SIZE': False, 'Q4_A_TREND_SIZE': False}","[{'overlay_applied': False, 'overlay_name': 'Q4_B_MIXED_SIZE', 'size_before_units': 1, 'size_after_units': 1, 'multiplier': 1.0, 'quarter': None, 'regime_class': None, 'regime_reason': None, 'session': 'EU', 'reason': 'disabled'}, {'overlay_name': 'Q4_C_CHOP_SESSION_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='medium', atr_bps=6.956981895287284, spread_bps=571428.5714285714"", 'session': 'EU', 'multiplier': 1.0, 'size_before_units': 1, 'size_after_units': 1, 'reason': 'multiplier_1.0', 'impl_id': 'q4_cchop_overlay_v2_20251218_1930', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_cchop_size_overlay.py'}, {'overlay_name': 'Q4_A_TREND_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='medium', atr_bps=6.956981895287284, spread_bps=571428.5714285714"", 'session': 'EU', 'multiplier': 0.3, 'action': 'disable', 'size_before_units': 1, 'size_after_units': 1, 'effective_scale': True, 'reason': 'disabled', 'trend_regime': 'TREND_NEUTRAL', 'vol_regime': 'MEDIUM', 'atr_bps': 6.956981895287284, 'spread_bps': 571428.5714285714, 'impl_id': 'q4_atrend_overlay_v1_20251220_1640', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_atrend_size_overlay.py'}]"
SIM-1766325094-000114,2025-10-02T10:55:00+00:00,2025-10-10T08:00:00+00:00,246.93329761309866,C_CHOP,TREND_NEUTRAL,LOW,EU,6.632694463811668,336283.18584070797,REPLAY_EOF,"{'Q4_B_MIXED_SIZE': False, 'Q4_C_CHOP_SESSION_SIZE': False, 'Q4_A_TREND_SIZE': False}","[{'overlay_applied': False, 'overlay_name': 'Q4_B_MIXED_SIZE', 'size_before_units': 1, 'size_after_units': 1, 'multiplier': 1.0, 'quarter': None, 'regime_class': None, 'regime_reason': None, 'session': 'EU', 'reason': 'disabled'}, {'overlay_name': 'Q4_C_CHOP_SESSION_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='low', atr_bps=6.632694463811668, spread_bps=336283.18584070797"", 'session': 'EU', 'multiplier': 1.0, 'size_before_units': 1, 'size_after_units': 1, 'reason': 'multiplier_1.0', 'impl_id': 'q4_cchop_overlay_v2_20251218_1930', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_cchop_size_overlay.py'}, {'overlay_name': 'Q4_A_TREND_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='low', atr_bps=6.632694463811668, spread_bps=336283.18584070797"", 'session': 'EU', 'multiplier': 0.3, 'action': 'disable', 'size_before_units': 1, 'size_after_units': 1, 'effective_scale': True, 'reason': 'disabled', 'trend_regime': 'TREND_NEUTRAL', 'vol_regime': 'LOW', 'atr_bps': 6.632694463811668, 'spread_bps': 336283.18584070797, 'impl_id': 'q4_atrend_overlay_v1_20251220_1640', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_atrend_size_overlay.py'}]"
SIM-1766325094-000115,2025-10-02T11:00:00+00:00,2025-10-10T08:00:00+00:00,249.91690050478175,C_CHOP,TREND_NEUTRAL,LOW,EU,6.375069438283357,184210.52631578944,REPLAY_EOF,"{'Q4_B_MIXED_SIZE': False, 'Q4_C_CHOP_SESSION_SIZE': False, 'Q4_A_TREND_SIZE': False}","[{'overlay_applied': False, 'overlay_name': 'Q4_B_MIXED_SIZE', 'size_before_units': 1, 'size_after_units': 1, 'multiplier': 1.0, 'quarter': None, 'regime_class': None, 'regime_reason': None, 'session': 'EU', 'reason': 'disabled'}, {'overlay_name': 'Q4_C_CHOP_SESSION_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='low', atr_bps=6.375069438283357, spread_bps=184210.52631578944"", 'session': 'EU', 'multiplier': 1.0, 'size_before_units': 1, 'size_after_units': 1, 'reason': 'multiplier_1.0', 'impl_id': 'q4_cchop_overlay_v2_20251218_1930', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_cchop_size_overlay.py'}, {'overlay_name': 'Q4_A_TREND_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='low', atr_bps=6.375069438283357, spread_bps=184210.52631578944"", 'session': 'EU', 'multiplier': 0.3, 'action': 'disable', 'size_before_units': 1, 'size_after_units': 1, 'effective_scale': True, 'reason': 'disabled', 'trend_regime': 'TREND_NEUTRAL', 'vol_regime': 'LOW', 'atr_bps': 6.375069438283357, 'spread_bps': 184210.52631578944, 'impl_id': 'q4_atrend_overlay_v1_20251220_1640', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_atrend_size_overlay.py'}]"
SIM-1766325094-000116,2025-10-02T11:05:00+00:00,2025-10-10T08:00:00+00:00,250.20743252645062,C_CHOP,TREND_NEUTRAL,LOW,EU,6.516080176501117,286956.52173913043,REPLAY_EOF,"{'Q4_B_MIXED_SIZE': False, 'Q4_C_CHOP_SESSION_SIZE': False, 'Q4_A_TREND_SIZE': False}","[{'overlay_applied': False, 'overlay_name': 'Q4_B_MIXED_SIZE', 'size_before_units': 1, 'size_after_units': 1, 'multiplier': 1.0, 'quarter': None, 'regime_class': None, 'regime_reason': None, 'session': 'EU', 'reason': 'disabled'}, {'overlay_name': 'Q4_C_CHOP_SESSION_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='low', atr_bps=6.516080176501117, spread_bps=286956.52173913043"", 'session': 'EU', 'multiplier': 1.0, 'size_before_units': 1, 'size_after_units': 1, 'reason': 'multiplier_1.0', 'impl_id': 'q4_cchop_overlay_v2_20251218_1930', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_cchop_size_overlay.py'}, {'overlay_name': 'Q4_A_TREND_SIZE', 'overlay_applied': False, 'quarter': 'Q4', 'regime_class': 'C_CHOP', 'regime_reason': ""C_CHOP: trend_regime='trend_neutral', vol_regime='low', atr_bps=6.516080176501117, spread_bps=286956.52173913043"", 'session': 'EU', 'multiplier': 0.3, 'action': 'disable', 'size_before_units': 1, 'size_after_units': 1, 'effective_scale': True, 'reason': 'disabled', 'trend_regime': 'TREND_NEUTRAL', 'vol_regime': 'LOW', 'atr_bps': 6.516080176501117, 'spread_bps': 286956.52173913043, 'impl_id': 'q4_atrend_overlay_v1_20251220_1640', 'impl_file': '/Users/andrekildalbakke/Desktop/GX1 XAUUSD/gx1/sniper/policy/sniper_q4_atrend_size_overlay.py'}]"
